Date	matchname	Gender	WinningTeam	Byrun	Bywicket	Overs	Team1	Team2	TossWinner	TossDecision	Venue	MatchId
2003-12-05	New Zealand tour of Pakistan--2229	male	Pakistan		7.0	50	New Zealand	Pakistan	New Zealand	bat	Rawalpindi Cricket Stadium	2229.0
2004-01-03	Pakistan tour of New Zealand--2230	male	New Zealand		4.0	50	Pakistan	New Zealand	New Zealand	field	Eden Park	2230.0
2004-01-25	West Indies tour of South Africa--2231	male	South Africa	209.0		50	South Africa	West Indies	South Africa	bat	Newlands	2231.0
2004-01-30	West Indies tour of South Africa--2232	male	no result			50	West Indies	South Africa	West Indies	bat	Kingsmead	2232.0
2004-02-01	West Indies tour of South Africa--2233	male	West Indies		7.0	50	South Africa	West Indies	South Africa	bat	SuperSport Park	2233.0
2013-12-05	India in South Africa ODI Series--2234	male	South Africa	141.0		50	South Africa	India	India	field	New Wanderers Stadium	2234.0
2013-12-08	India in South Africa ODI Series--2235	male	South Africa	134.0		50	South Africa	India	India	field	Kingsmead	2235.0
2013-12-11	India in South Africa ODI Series--2236	male	no result			50	South Africa	India	South Africa	bat	SuperSport Park	2236.0
2004-02-20	Australia tour of Sri Lanka--2237	male	Australia	84.0		50	Australia	Sri Lanka	Australia	bat	Rangiri Dambulla International Stadium	2237.0
2004-02-22	Australia tour of Sri Lanka--2238	male	Sri Lanka	1.0		50	Sri Lanka	Australia	Sri Lanka	bat	Rangiri Dambulla International Stadium	2238.0
2004-02-25	South Africa tour of New Zealand--2239	male	New Zealand		6.0	50	South Africa	New Zealand	New Zealand	field	Carisbrook	2239.0
2004-02-27	Australia tour of Sri Lanka--2240	male	Australia	40.0		50	Australia	Sri Lanka	Australia	bat	R.Premadasa Stadium	2240.0
2004-03-14	Bangladesh tour of Zimbabwe--2241	male	Zimbabwe		3.0	50	Bangladesh	Zimbabwe	Bangladesh	bat	Harare Sports Club	2241.0
2004-03-16	India tour of Pakistan--2242	male	Pakistan	12.0		50	Pakistan	India	Pakistan	bat	Rawalpindi Cricket Stadium	2242.0
2004-03-19	India tour of Pakistan--2243	male	Pakistan		4.0	50	India	Pakistan	Pakistan	field	Arbab Niaz Stadium	2243.0
2004-03-21	India tour of Pakistan--2244	male	India		5.0	50	Pakistan	India	Pakistan	bat	Gaddafi Stadium	2244.0
2004-03-24	India tour of Pakistan--2245	male	India	40.0		50	India	Pakistan	Pakistan	field	Gaddafi Stadium	2245.0
2004-04-20	Sri Lanka tour of Zimbabwe--2246	male	Sri Lanka	12.0		50	Zimbabwe	Sri Lanka	Sri Lanka	field	Queens Sports Club	2246.0
2004-04-24	England tour of West Indies--2247	male	no result			50	West Indies	England	West Indies	bat	Queen's Park Oval	2247.0
2004-04-27	Sri Lanka tour of Zimbabwe--2248	male	Sri Lanka	72.0		50	Sri Lanka	Zimbabwe	Zimbabwe	field	Harare Sports Club	2248.0
2004-05-02	England tour of West Indies--2249	male	West Indies		4.0	50	England	West Indies	West Indies	field	Daren Sammy National Cricket Stadium	2249.0
2004-05-15	Bangladesh tour of West Indies--2250	male	West Indies		1.0	50	Bangladesh	West Indies	West Indies	field	Arnos Vale Ground	2250.0
2004-05-16	Bangladesh tour of West Indies--2251	male	West Indies	23.0		50	West Indies	Bangladesh	Bangladesh	field	Arnos Vale Ground	2251.0
2004-05-19	Bangladesh tour of West Indies--2252	male	West Indies		7.0	50	Bangladesh	West Indies	Bangladesh	bat	National Cricket Stadium	2252.0
2004-05-25	Australia tour of Zimbabwe--2253	male	Australia		7.0	50	Zimbabwe	Australia	Zimbabwe	bat	Harare Sports Club	2253.0
2004-05-27	Australia tour of Zimbabwe--2254	male	Australia	139.0		50	Australia	Zimbabwe	Zimbabwe	field	Harare Sports Club	2254.0
2004-05-29	Australia tour of Zimbabwe--2255	male	Australia		8.0	50	Zimbabwe	Australia	Australia	field	Harare Sports Club	2255.0
2004-08-28	South Africa tour of Sri Lanka--2256	male	Sri Lanka		7.0	50	South Africa	Sri Lanka	Sri Lanka	field	Rangiri Dambulla International Stadium	2256.0
2004-08-31	South Africa tour of Sri Lanka--2257	male	Sri Lanka	49.0		50	Sri Lanka	South Africa	South Africa	field	Sinhalese Sports Club	2257.0
2004-11-02	New Zealand tour of Bangladesh--2258	male	New Zealand	138.0		50	New Zealand	Bangladesh	New Zealand	bat	MA Aziz Stadium	2258.0
2013-10-30	Pakistan v South Africa ODI Series--2259	male	South Africa	1.0		50	Pakistan	South Africa	South Africa	bat	Sharjah Cricket Stadium	2259.0
2013-11-01	Pakistan v South Africa ODI Series--2260	male	Pakistan	66.0		50	Pakistan	South Africa	Pakistan	bat	Dubai International Cricket Stadium	2260.0
2013-11-06	Pakistan v South Africa ODI Series--2261	male	South Africa	68.0		50	Pakistan	South Africa	South Africa	bat	Sheikh Zayed Stadium	2261.0
2013-11-08	Pakistan v South Africa ODI Series--2262	male	South Africa	28.0		50	Pakistan	South Africa	South Africa	bat	Sheikh Zayed Stadium	2262.0
2013-11-11	Pakistan v South Africa ODI Series--2263	male	South Africa	117.0		50	Pakistan	South Africa	South Africa	bat	Sharjah Cricket Stadium	2263.0
2004-11-28	England tour of Zimbabwe--2264	male	England		5.0	50	Zimbabwe	England	England	field	Harare Sports Club	2264.0
2004-12-01	England tour of Zimbabwe--2265	male	England	161.0		50	England	Zimbabwe	England	bat	Harare Sports Club	2265.0
2004-12-05	England tour of Zimbabwe--2266	male	England	74.0		50	England	Zimbabwe	England	bat	Queens Sports Club	2266.0
2004-12-23	India tour of Bangladesh--2267	male	India	11.0		50	India	Bangladesh	Bangladesh	field	MA Aziz Stadium	2267.0
2004-12-27	India tour of Bangladesh--2268	male	India	91.0		50	India	Bangladesh	India	bat	Bangabandhu National Stadium	2268.0
2005-01-24	Zimbabwe tour of Bangladesh--2269	male	Zimbabwe	31.0		50	Zimbabwe	Bangladesh	Zimbabwe	bat	MA Aziz Stadium	2269.0
2005-01-30	England tour of South Africa--2270	male	England	26.0		50	South Africa	England	England	field	The Wanderers Stadium	2270.0
2005-01-31	Zimbabwe tour of Bangladesh--2271	male	Bangladesh		8.0	50	Zimbabwe	Bangladesh	Zimbabwe	bat	Bangabandhu National Stadium	2271.0
2005-02-02	England tour of South Africa--2272	male	no result			50	England	South Africa	South Africa	field	Mangaung Oval	2272.0
2005-02-04	England tour of South Africa--2273	male	South Africa		3.0	50	England	South Africa	England	bat	St George's Park	2273.0
2005-02-06	England tour of South Africa--2274	male	South Africa	108.0		50	South Africa	England	England	field	Newlands	2274.0
2005-02-09	England tour of South Africa--2275	male	South Africa	7.0		50	South Africa	England	South Africa	bat	Buffalo Park	2275.0
2005-02-11	England tour of South Africa--2276	male	no result			50	South Africa	England	South Africa	bat	Kingsmead	2276.0
2005-02-13	England tour of South Africa--2277	male	South Africa		3.0	50	England	South Africa	South Africa	field	SuperSport Park	2277.0
2005-02-25	Zimbabwe tour of South Africa--2278	male	South Africa	165.0		50	South Africa	Zimbabwe	Zimbabwe	field	The Wanderers Stadium	2278.0
2005-02-26	Australia tour of New Zealand--2279	male	Australia	86.0		50	Australia	New Zealand	Australia	bat	Eden Park	2279.0
2005-02-27	Zimbabwe tour of South Africa--2280	male	South Africa	131.0		50	South Africa	Zimbabwe	Zimbabwe	field	Kingsmead	2280.0
2005-03-01	Australia tour of New Zealand--2281	male	Australia		7.0	50	New Zealand	Australia	Australia	field	Basin Reserve	2281.0
2005-03-02	Zimbabwe tour of South Africa--2282	male	South Africa		5.0	50	Zimbabwe	South Africa	Zimbabwe	bat	St George's Park	2282.0
2005-04-05	Pakistan tour of India--2283	male	India	58.0		50	India	Pakistan	India	bat	Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium	2283.0
2005-04-12	Pakistan tour of India--2284	male	Pakistan		3.0	50	India	Pakistan	India	bat	Sardar Patel (Gujarat) Stadium, Motera	2284.0
2005-04-15	Pakistan tour of India--2285	male	Pakistan		5.0	50	India	Pakistan	India	bat	Green Park	2285.0
2005-04-17	Pakistan tour of India--2286	male	Pakistan	159.0		50	Pakistan	India	Pakistan	bat	Arun Jaitley Stadium	2286.0
2003-06-17	Pakistan tour of England and Scotland--2287	male	Pakistan		2.0	50	England	Pakistan	England	bat	Old Trafford, Manchester	2287.0
2003-06-20	Pakistan tour of England and Scotland--2288	male	England		7.0	50	Pakistan	England	Pakistan	bat	Kennington Oval, London	2288.0
2003-06-22	Pakistan tour of England and Scotland--2289	male	England		4.0	50	Pakistan	England	England	field	Lord's, London	2289.0
2004-09-01	India tour of England--2290	male	England		7.0	50	India	England	England	field	Trent Bridge	2290.0
2004-09-03	India tour of England--2291	male	England	70.0		50	England	India	India	field	Kennington Oval	2291.0
2004-09-05	India tour of England--2292	male	India	23.0		50	India	England	India	bat	Lord's	2292.0
2003-02-09	ICC World Cup--2293	male	West Indies	3.0		50	West Indies	South Africa	West Indies	bat	Newlands, Cape Town	2293.0
2003-02-10	ICC World Cup--2294	male	Zimbabwe	86.0		50	Zimbabwe	Namibia	Namibia	field	Harare Sports Club	2294.0
2003-02-10	ICC World Cup--2295	male	Sri Lanka	47.0		50	Sri Lanka	New Zealand	New Zealand	field	Goodyear Park, Bloemfontein	2295.0
2003-02-11	ICC World Cup--2296	male	Australia	82.0		50	Australia	Pakistan	Pakistan	field	New Wanderers Stadium, Johannesburg	2296.0
2003-02-11	ICC World Cup--2297	male	Canada	60.0		50	Canada	Bangladesh	Canada	bat	Kingsmead, Durban	2297.0
2003-02-12	ICC World Cup--2298	male	South Africa		10.0	50	Kenya	South Africa	Kenya	bat	North West Cricket Stadium, Potchefstroom	2298.0
2003-02-12	ICC World Cup--2299	male	India	68.0		50	India	Netherlands	India	bat	Boland Bank Park, Paarl	2299.0
2003-02-13	ICC World Cup--2300	male	New Zealand	20.0		50	New Zealand	West Indies	West Indies	field	St George's Park, Port Elizabeth	2300.0
2003-02-15	ICC World Cup--2301	male	Australia		9.0	50	India	Australia	India	bat	SuperSport Park, Centurion	2301.0
2003-02-15	ICC World Cup--2302	male	Kenya		4.0	50	Canada	Kenya	Canada	bat	Newlands, Cape Town	2302.0
2003-02-16	ICC World Cup--2303	male	England		6.0	50	Netherlands	England	England	field	Buffalo Park, East London	2303.0
2003-02-16	ICC World Cup--2304	male	Pakistan	171.0		50	Pakistan	Namibia	Pakistan	bat	De Beers Diamond Oval, Kimberley	2304.0
2003-02-16	ICC World Cup--2305	male	New Zealand		9.0	50	South Africa	New Zealand	South Africa	bat	New Wanderers Stadium, Johannesburg	2305.0
2003-02-18	ICC World Cup--2306	male	no result			50	West Indies	Bangladesh	Bangladesh	field	Willowmoore Park, Benoni	2306.0
2003-02-19	ICC World Cup--2307	male	India	83.0		50	India	Zimbabwe	Zimbabwe	field	Harare Sports Club	2307.0
2003-02-19	ICC World Cup--2308	male	Sri Lanka		9.0	50	Canada	Sri Lanka	Sri Lanka	field	Boland Bank Park, Paarl	2308.0
2003-02-19	ICC World Cup--2309	male	England	55.0		50	England	Namibia	Namibia	field	St George's Park, Port Elizabeth	2309.0
2003-02-22	ICC World Cup--2310	male	South Africa		10.0	50	Bangladesh	South Africa	South Africa	field	Goodyear Park, Bloemfontein	2310.0
2003-02-22	ICC World Cup--2311	male	England	112.0		50	England	Pakistan	England	bat	Newlands, Cape Town	2311.0
2003-02-23	ICC World Cup--2312	male	West Indies		7.0	50	Canada	West Indies	West Indies	field	SuperSport Park, Centurion	2312.0
2003-02-23	ICC World Cup--2313	male	India	181.0		50	India	Namibia	Namibia	field	City Oval, Pietermaritzburg	2313.0
2003-02-24	ICC World Cup--2314	male	Kenya	53.0		50	Kenya	Sri Lanka	Sri Lanka	field	Gymkhana Club Ground, Nairobi	2314.0
2003-02-24	ICC World Cup--2315	male	Australia		7.0	50	Zimbabwe	Australia	Zimbabwe	bat	Queens Sports Club, Bulawayo	2315.0
2003-02-25	ICC World Cup--2316	male	Pakistan	97.0		50	Pakistan	Netherlands	Netherlands	field	Boland Bank Park, Paarl	2316.0
2003-02-26	ICC World Cup--2317	male	New Zealand		7.0	50	Bangladesh	New Zealand	Bangladesh	bat	De Beers Diamond Oval, Kimberley	2317.0
2003-02-26	ICC World Cup--2318	male	India	82.0		50	India	England	India	bat	Kingsmead, Durban	2318.0
2003-02-27	ICC World Cup--2319	male	Australia	256.0		50	Australia	Namibia	Australia	bat	North West Cricket Stadium, Potchefstroom	2319.0
2003-02-27	ICC World Cup--2320	male	South Africa	118.0		50	South Africa	Canada	Canada	field	Buffalo Park, East London	2320.0
2003-02-28	ICC World Cup--2321	male	Zimbabwe	99.0		50	Zimbabwe	Netherlands	Netherlands	field	Queens Sports Club, Bulawayo	2321.0
2003-02-28	ICC World Cup--2322	male	Sri Lanka	6.0		50	Sri Lanka	West Indies	Sri Lanka	bat	Newlands, Cape Town	2322.0
2003-03-01	ICC World Cup--2323	male	Kenya	32.0		50	Kenya	Bangladesh	Kenya	bat	New Wanderers Stadium, Johannesburg	2323.0
2003-03-01	ICC World Cup--2324	male	India		6.0	50	Pakistan	India	Pakistan	bat	SuperSport Park, Centurion	2324.0
2003-03-02	ICC World Cup--2325	male	Australia		2.0	50	England	Australia	England	bat	St George's Park, Port Elizabeth	2325.0
2003-03-03	ICC World Cup--2326	male	New Zealand		5.0	50	Canada	New Zealand	New Zealand	field	Willowmoore Park, Benoni	2326.0
2003-03-03	ICC World Cup--2327	male	Netherlands	64.0		50	Netherlands	Namibia	Netherlands	bat	Goodyear Park, Bloemfontein	2327.0
2003-03-03	ICC World Cup--2328	male	no result			50	Sri Lanka	South Africa	Sri Lanka	bat	Kingsmead, Durban	2328.0
2003-03-04	ICC World Cup--2329	male	no result			50	Pakistan	Zimbabwe	Pakistan	bat	Queens Sports Club, Bulawayo	2329.0
2003-03-07	ICC World Cup--2330	male	Australia	96.0		50	Australia	Sri Lanka	Australia	bat	SuperSport Park, Centurion	2330.0
2003-03-07	ICC World Cup--2331	male	India		6.0	50	Kenya	India	Kenya	bat	Newlands, Cape Town	2331.0
2003-03-08	ICC World Cup--2332	male	New Zealand		6.0	50	Zimbabwe	New Zealand	Zimbabwe	bat	Goodyear Park, Bloemfontein	2332.0
2003-03-10	ICC World Cup--2333	male	India	183.0		50	India	Sri Lanka	Sri Lanka	field	New Wanderers Stadium, Johannesburg	2333.0
2003-03-11	ICC World Cup--2334	male	Australia	96.0		50	Australia	New Zealand	New Zealand	field	St George's Park, Port Elizabeth	2334.0
2003-03-12	ICC World Cup--2335	male	Kenya		7.0	50	Zimbabwe	Kenya	Zimbabwe	bat	Goodyear Park, Bloemfontein	2335.0
2003-03-14	ICC World Cup--2336	male	India		7.0	50	New Zealand	India	India	field	SuperSport Park, Centurion	2336.0
2003-03-15	ICC World Cup--2337	male	Sri Lanka	74.0		50	Sri Lanka	Zimbabwe	Sri Lanka	bat	Buffalo Park, East London	2337.0
2003-03-15	ICC World Cup--2338	male	Australia		5.0	50	Kenya	Australia	Australia	field	Kingsmead, Durban	2338.0
2003-03-18	ICC World Cup--2339	male	Australia	48.0		50	Australia	Sri Lanka	Australia	bat	St George's Park, Port Elizabeth	2339.0
2003-03-20	ICC World Cup--2340	male	India	91.0		50	India	Kenya	India	bat	Kingsmead, Durban	2340.0
2003-03-23	ICC World Cup--2341	male	Australia	125.0		50	Australia	India	India	field	New Wanderers Stadium, Johannesburg	2341.0
2003-01-09	VB Series--2342	male	Sri Lanka	79.0		50	Sri Lanka	Australia	Australia	field	Sydney Cricket Ground	2342.0
2003-01-11	VB Series--2343	male	Australia	7.0		50	Australia	England	Australia	bat	Bellerive Oval, Hobart	2343.0
2003-01-13	VB Series--2344	male	Sri Lanka	31.0		50	Sri Lanka	England	Sri Lanka	bat	Sydney Cricket Ground	2344.0
2003-01-15	VB Series--2345	male	Australia		4.0	50	Sri Lanka	Australia	Sri Lanka	bat	Brisbane Cricket Ground, Woolloongabba, Brisbane	2345.0
2003-01-17	VB Series--2346	male	England	19.0		50	England	Sri Lanka	England	bat	Adelaide Oval	2346.0
2003-01-19	VB Series--2347	male	Australia		4.0	50	England	Australia	England	bat	Adelaide Oval	2347.0
2015-02-14	ICC Cricket World Cup--2348	male	New Zealand	98.0		50	New Zealand	Sri Lanka	Sri Lanka	field	Hagley Oval	2348.0
2003-01-21	VB Series--2349	male	Australia		9.0	50	Sri Lanka	Australia	Sri Lanka	bat	Melbourne Cricket Ground	2349.0
2015-02-14	ICC Cricket World Cup--2350	male	Australia	111.0		50	Australia	England	England	field	Melbourne Cricket Ground	2350.0
2015-02-15	ICC Cricket World Cup--2351	male	South Africa	62.0		50	South Africa	Zimbabwe	Zimbabwe	field	Seddon Park	2351.0
2015-02-15	ICC Cricket World Cup--2352	male	India	76.0		50	India	Pakistan	India	bat	Adelaide Oval	2352.0
2015-02-16	ICC Cricket World Cup--2353	male	Ireland		4.0	50	Ireland	West Indies	Ireland	field	Saxton Oval	2353.0
2015-02-17	ICC Cricket World Cup--2354	male	New Zealand		3.0	50	New Zealand	Scotland	New Zealand	field	University Oval	2354.0
2003-01-23	VB Series--2355	male	Australia		10.0	50	England	Australia	England	bat	Sydney Cricket Ground	2355.0
2015-02-18	ICC Cricket World Cup--2356	male	Bangladesh	105.0		50	Afghanistan	Bangladesh	Bangladesh	bat	Manuka Oval	2356.0
2015-02-19	ICC Cricket World Cup--2357	male	Zimbabwe		4.0	50	United Arab Emirates	Zimbabwe	Zimbabwe	field	Saxton Oval	2357.0
2015-02-20	ICC Cricket World Cup--2358	male	New Zealand		8.0	50	New Zealand	England	England	bat	Westpac Stadium	2358.0
2015-02-21	ICC Cricket World Cup--2359	male	West Indies	150.0		50	Pakistan	West Indies	Pakistan	field	Hagley Oval	2359.0
2003-01-25	VB Series--2360	male	Australia	5.0		50	Australia	England	Australia	bat	Melbourne Cricket Ground	2360.0
2015-02-22	ICC Cricket World Cup--2361	male	Sri Lanka		4.0	50	Afghanistan	Sri Lanka	Sri Lanka	field	University Oval	2361.0
2015-02-22	ICC Cricket World Cup--2362	male	India	130.0		50	India	South Africa	India	bat	Melbourne Cricket Ground	2362.0
2015-02-23	ICC Cricket World Cup--2363	male	England	119.0		50	England	Scotland	Scotland	field	Hagley Oval	2363.0
2015-02-24	ICC Cricket World Cup--2364	male	West Indies	73.0		50	West Indies	Zimbabwe	West Indies	bat	Manuka Oval	2364.0
2015-02-25	ICC Cricket World Cup--2365	male	Ireland		2.0	50	Ireland	United Arab Emirates	Ireland	field	Brisbane Cricket Ground, Woolloongabba	2365.0
2004-01-09	VB Series--2366	male	Australia	18.0		50	Australia	India	Australia	bat	Melbourne Cricket Ground	2366.0
2015-02-26	ICC Cricket World Cup--2367	male	Afghanistan		1.0	50	Afghanistan	Scotland	Afghanistan	field	University Oval	2367.0
2015-02-26	ICC Cricket World Cup--2368	male	Sri Lanka	92.0		50	Bangladesh	Sri Lanka	Sri Lanka	bat	Melbourne Cricket Ground	2368.0
2015-02-27	ICC Cricket World Cup--2369	male	South Africa	257.0		50	South Africa	West Indies	South Africa	bat	Sydney Cricket Ground	2369.0
2015-02-28	ICC Cricket World Cup--2370	male	New Zealand		1.0	50	New Zealand	Australia	Australia	bat	Eden Park	2370.0
2015-02-28	ICC Cricket World Cup--2371	male	India		9.0	50	India	United Arab Emirates	United Arab Emirates	bat	Western Australia Cricket Association Ground	2371.0
2004-01-11	VB Series--2372	male	Australia	99.0		50	Australia	Zimbabwe	Australia	bat	Sydney Cricket Ground	2372.0
2015-03-01	ICC Cricket World Cup--2373	male	Sri Lanka		9.0	50	England	Sri Lanka	England	bat	Westpac Stadium	2373.0
2015-03-01	ICC Cricket World Cup--2374	male	Pakistan	20.0		50	Pakistan	Zimbabwe	Pakistan	bat	Brisbane Cricket Ground, Woolloongabba	2374.0
2015-03-03	ICC Cricket World Cup--2375	male	South Africa	201.0		50	Ireland	South Africa	South Africa	bat	Manuka Oval	2375.0
2015-03-04	ICC Cricket World Cup--2376	male	Pakistan	129.0		50	Pakistan	United Arab Emirates	United Arab Emirates	field	McLean Park	2376.0
2015-03-04	ICC Cricket World Cup--2377	male	Australia	275.0		50	Australia	Afghanistan	Afghanistan	field	Western Australia Cricket Association Ground	2377.0
2004-01-14	VB Series--2378	male	India		7.0	50	Zimbabwe	India	Zimbabwe	bat	Bellerive Oval	2378.0
2015-03-05	ICC Cricket World Cup--2379	male	Bangladesh		6.0	50	Bangladesh	Scotland	Bangladesh	field	Saxton Oval	2379.0
2015-03-06	ICC Cricket World Cup--2380	male	India		4.0	50	India	West Indies	West Indies	bat	Western Australia Cricket Association Ground	2380.0
2015-03-07	ICC Cricket World Cup--2381	male	Pakistan	29.0		50	Pakistan	South Africa	South Africa	field	Eden Park	2381.0
2015-03-07	ICC Cricket World Cup--2382	male	Ireland	5.0		50	Ireland	Zimbabwe	Zimbabwe	field	Bellerive Oval	2382.0
2015-03-08	ICC Cricket World Cup--2383	male	New Zealand		6.0	50	New Zealand	Afghanistan	Afghanistan	bat	McLean Park	2383.0
2004-01-16	VB Series--2384	male	Australia	148.0		50	Australia	Zimbabwe	Australia	bat	Bellerive Oval	2384.0
2015-03-08	ICC Cricket World Cup--2385	male	Australia	64.0		50	Australia	Sri Lanka	Australia	bat	Sydney Cricket Ground	2385.0
2015-03-09	ICC Cricket World Cup--2386	male	Bangladesh	15.0		50	Bangladesh	England	England	field	Adelaide Oval	2386.0
2015-03-10	ICC Cricket World Cup--2387	male	India		8.0	50	India	Ireland	Ireland	bat	Seddon Park	2387.0
2015-03-11	ICC Cricket World Cup--2388	male	Sri Lanka	148.0		50	Scotland	Sri Lanka	Sri Lanka	bat	Bellerive Oval	2388.0
2015-03-12	ICC Cricket World Cup--2389	male	South Africa	146.0		50	South Africa	United Arab Emirates	United Arab Emirates	field	Westpac Stadium	2389.0
2004-01-18	VB Series--2390	male	India	19.0		50	India	Australia	India	bat	Brisbane Cricket Ground	2390.0
2015-03-13	ICC Cricket World Cup--2391	male	New Zealand		3.0	50	New Zealand	Bangladesh	New Zealand	field	Seddon Park	2391.0
2015-03-13	ICC Cricket World Cup--2392	male	England		9.0	50	Afghanistan	England	England	field	Sydney Cricket Ground	2392.0
2015-03-14	ICC Cricket World Cup--2393	male	India		6.0	50	India	Zimbabwe	India	field	Eden Park	2393.0
2015-03-14	ICC Cricket World Cup--2394	male	Australia		7.0	50	Australia	Scotland	Australia	field	Bellerive Oval	2394.0
2015-03-15	ICC Cricket World Cup--2395	male	West Indies		6.0	50	United Arab Emirates	West Indies	West Indies	field	McLean Park	2395.0
2004-01-20	VB Series--2396	male	India	24.0		50	India	Zimbabwe	India	bat	Brisbane Cricket Ground	2396.0
2015-03-15	ICC Cricket World Cup--2397	male	Pakistan		7.0	50	Ireland	Pakistan	Ireland	bat	Adelaide Oval	2397.0
2015-03-18	ICC Cricket World Cup--2398	male	South Africa		9.0	50	South Africa	Sri Lanka	Sri Lanka	bat	Sydney Cricket Ground	2398.0
2015-03-19	ICC Cricket World Cup--2399	male	India	109.0		50	Bangladesh	India	India	bat	Melbourne Cricket Ground	2399.0
2015-03-20	ICC Cricket World Cup--2400	male	Australia		6.0	50	Australia	Pakistan	Pakistan	bat	Adelaide Oval	2400.0
2015-03-21	ICC Cricket World Cup--2401	male	New Zealand	143.0		50	New Zealand	West Indies	New Zealand	bat	Westpac Stadium	2401.0
2004-01-22	VB Series--2402	male	Australia		2.0	50	India	Australia	India	bat	Sydney Cricket Ground	2402.0
2015-03-24	ICC Cricket World Cup--2403	male	New Zealand		4.0	50	New Zealand	South Africa	South Africa	bat	Eden Park	2403.0
2015-03-26	ICC Cricket World Cup--2404	male	Australia	95.0		50	Australia	India	Australia	bat	Sydney Cricket Ground	2404.0
2015-03-29	ICC Cricket World Cup--2405	male	Australia		7.0	50	Australia	New Zealand	New Zealand	bat	Melbourne Cricket Ground	2405.0
2004-01-29	VB Series--2406	male	no result			50	Australia	Zimbabwe	Zimbabwe	field	Melbourne Cricket Ground	2406.0
2004-02-01	VB Series--2407	male	Australia		5.0	50	India	Australia	India	bat	W.A.C.A. Ground	2407.0
2004-02-06	VB Series--2408	male	Australia		7.0	50	India	Australia	India	bat	Melbourne Cricket Ground	2408.0
2004-02-08	VB Series--2409	male	Australia	208.0		50	Australia	India	Australia	bat	Sydney Cricket Ground	2409.0
2005-01-19	VB Series--2410	male	Pakistan		6.0	50	West Indies	Pakistan	Pakistan	field	Brisbane Cricket Ground, Woolloongabba	2410.0
2005-01-21	VB Series--2411	male	no result			50	West Indies	Australia	West Indies	bat	Brisbane Cricket Ground, Woolloongabba	2411.0
2005-01-23	VB Series--2412	male	Australia		9.0	50	Pakistan	Australia	Australia	field	Sydney Cricket Ground	2412.0
2005-01-26	VB Series--2413	male	Australia	73.0		50	Australia	West Indies	Australia	bat	Adelaide Oval	2413.0
2005-01-30	VB Series--2414	male	Pakistan		3.0	50	Australia	Pakistan	Australia	bat	W.A.C.A. Ground	2414.0
2005-02-01	VB Series--2415	male	Pakistan	30.0		50	Pakistan	West Indies	West Indies	field	W.A.C.A. Ground	2415.0
2005-02-04	VB Series--2416	male	Australia	18.0		50	Australia	Pakistan	Australia	bat	Melbourne Cricket Ground	2416.0
2004-07-17	Asia Cup--2417	male	Pakistan	76.0		50	Pakistan	Bangladesh	Pakistan	bat	Sinhalese Sports Club	2417.0
2004-07-21	Asia Cup--2418	male	Sri Lanka		7.0	50	Pakistan	Sri Lanka	Pakistan	bat	R.Premadasa Stadium	2418.0
2004-07-23	Asia Cup--2419	male	Sri Lanka		10.0	50	Bangladesh	Sri Lanka	Bangladesh	bat	R.Premadasa Stadium	2419.0
2004-07-27	Asia Cup--2420	male	India	4.0		50	India	Sri Lanka	India	bat	R.Premadasa Stadium	2420.0
2004-08-01	Asia Cup--2421	male	Sri Lanka	25.0		50	Sri Lanka	India	Sri Lanka	bat	R.Premadasa Stadium	2421.0
2013-12-18	Pakistan v Sri Lanka ODI Series--2422	male	Pakistan	11.0		50	Pakistan	Sri Lanka	Pakistan	bat	Sharjah Cricket Stadium	2422.0
2013-12-20	Pakistan v Sri Lanka ODI Series--2423	male	Sri Lanka		2.0	50	Pakistan	Sri Lanka	Sri Lanka	field	Dubai International Cricket Stadium	2423.0
2013-12-22	Pakistan v Sri Lanka ODI Series--2424	male	Pakistan	113.0		50	Pakistan	Sri Lanka	Sri Lanka	field	Sharjah Cricket Stadium	2424.0
2013-12-25	Pakistan v Sri Lanka ODI Series--2425	male	Pakistan		8.0	50	Pakistan	Sri Lanka	Sri Lanka	bat	Sheikh Zayed Stadium	2425.0
2013-12-27	Pakistan v Sri Lanka ODI Series--2426	male	Sri Lanka		2.0	50	Pakistan	Sri Lanka	Pakistan	bat	Sheikh Zayed Stadium	2426.0
2003-04-03	Cherry Blossom Sharjah Cup--2427	male	Pakistan	68.0		50	Pakistan	Zimbabwe	Pakistan	bat	Sharjah Cricket Association Stadium	2427.0
2003-04-04	Cherry Blossom Sharjah Cup--2428	male	Pakistan		7.0	50	Sri Lanka	Pakistan	Sri Lanka	bat	Sharjah Cricket Association Stadium	2428.0
2003-04-05	Cherry Blossom Sharjah Cup--2429	male	Zimbabwe		5.0	50	Kenya	Zimbabwe	Kenya	bat	Sharjah Cricket Association Stadium	2429.0
2003-04-06	Cherry Blossom Sharjah Cup--2430	male	Sri Lanka	129.0		50	Sri Lanka	Kenya	Sri Lanka	bat	Sharjah Cricket Association Stadium	2430.0
2003-04-07	Cherry Blossom Sharjah Cup--2431	male	Zimbabwe		4.0	50	Sri Lanka	Zimbabwe	Sri Lanka	bat	Sharjah Cricket Association Stadium	2431.0
2003-04-08	Cherry Blossom Sharjah Cup--2432	male	Pakistan	143.0		50	Pakistan	Kenya	Pakistan	bat	Sharjah Cricket Association Stadium	2432.0
